ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL856,PRIMIDONE,LEPIMIDIN|LISKANTIN|Lepsiral|Mysoline|NSC-41701|Neurosyn|PRIMACLONE|PRIMIDONE|Primidone|RESIMATIL,Small molecule,4,218.26,147,659,0.54,58.2,2,2,0,2,Y,0.71,11.5,None,1.12,1.12,1,MOL,0,16,4,2,0,218.1055,NEUTRAL,C12H14N2O2,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N
CHEMBL979,MEPROBAMATE,AMOSENE|BAMATE|Equanil|MEPRIAM|MEPROBAMATE|MEPROBAMATE CIV|MEPROSPAN|Meprobamate|Miltown|NEURAMATE|NSC-30418|TENAVOID|TRANMEP,Small molecule,4,218.25,18,83,0.98,104.64,4,2,0,6,N,0.69,None,None,0.93,0.93,0,MOL,0,15,6,4,0,218.1267,NEUTRAL,C9H18N2O4,CCCC(C)(COC(N)=O)COC(N)=O,NPPQSCRMBWNHMW-UHFFFAOYSA-N
CHEMBL2106650,MOSAPRAMINE,MOSAPRAMINE|MOSAPRAMINE HYDROCHLORIDE,Small molecule,0,479.07,5,23,4.74,38.82,4,1,0,4,N,0.69,11.7,8.65,4.81,3.54,2,MOL,0,34,5,1,0,478.2499,BASE,C28H35ClN4O,O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,PXUIZULXJVRBPC-UHFFFAOYSA-N
CHEMBL1303,ROTIGOTINE,LEGANTO|Neupro|ROTIGOTINE|SPM 962|SPM-962,Small molecule,4,315.48,17,59,4.27,23.47,3,1,0,6,N,0.86,10.03,10.97,4.34,2.21,2,MOL,0,22,2,1,0,315.1657,BASE,C19H25NOS,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-INIZCTEOSA-N
CHEMBL21731,MAPROTILINE,"BA-34,276 FREE BASE|BA-34,276 [AS HYDROCHLORIDE]|BA-34276 FREE BASE|MAPROTILINE",Small molecule,4,277.41,170,731,4.21,12.03,1,1,0,4,N,0.83,None,10.54,4.37,1.48,2,MOL,0,21,1,1,0,277.183,BASE,C20H23N,CNCCCC12CCC(c3ccccc31)c1ccccc12,QSLMDECMDJKHMQ-UHFFFAOYSA-N
CHEMBL655,MIDAZOLAM,MIDAZOLAM|MIDAZOLAM CIV|MIDAZOLAM IN 0.9% SODIUM CHLORIDE|NAYZILAM|USL-261|USL261,Small molecule,4,325.77,54,344,4.32,30.18,3,0,0,1,N,0.65,None,6.19,3.97,3.95,3,MOL,0,23,3,0,0,325.0782,NEUTRAL,C18H13ClFN3,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N
CHEMBL91238,IPROCLOZIDE,IPROCLOZIDE|PC-603,Small molecule,0,242.71,3,23,1.75,50.36,3,2,0,5,N,0.77,11.58,3.97,1.79,1.79,1,MOL,0,16,4,2,0,242.0822,NEUTRAL,C11H15ClN2O2,CC(C)NNC(=O)COc1ccc(Cl)cc1,GGECDTUJZOXAAR-UHFFFAOYSA-N
CHEMBL1870796,PIVAGABINE,CXB-722|CXB722|PIVAGABINE,Small molecule,1,187.24,4,16,1.01,66.4,2,2,0,4,N,0.65,4.75,None,1,-1.6,0,MOL,0,13,4,2,0,187.1208,ACID,C9H17NO3,CC(C)(C)C(=O)NCCCC(=O)O,SRPNQDXRVRCTNK-UHFFFAOYSA-N
CHEMBL568,OXAZEPAM,"J3.308A|LEDERPAM|NSC-169448|OXAZEPAM|OXAZEPAM CIV|OXOZEPAM|SERENID FTE|Serax|TEMAZEPAM IMPURITY, OXAZEPAM-|WY-3498|Zaxopam",Small molecule,4,286.72,42,236,2.45,61.69,3,2,0,1,N,0.85,10.61,None,2.92,2.92,2,MOL,0,20,4,2,0,286.0509,NEUTRAL,C15H11ClN2O2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N
CHEMBL2104790,MEPHENOXALONE,AHR-233|DORSIFLEX|Lenetran|MEFENOXALONE|MEPHENOXALONE|METHOXADONE|METHOXYDONE|METOXADONE|OM-518,Small molecule,0,223.23,2,4,1.18,56.79,4,1,0,4,N,0.83,12.68,None,1.19,1.19,1,MOL,0,16,5,1,0,223.0845,NEUTRAL,C11H13NO4,COc1ccccc1OCC1CNC(=O)O1,ZMNSRFNUONFLSP-UHFFFAOYSA-N
CHEMBL87992,ESLICARBAZEPINE ACETATE,APTIOM|BIA 2-093|BIA-2-093|BIA-2093|ESLICARBAZEPINE ACETATE|Erelib|Pazzul|SEP - 0002093|SEP-0002093|Stedesa|ZEBINIX,Small molecule,4,296.33,11,25,3.06,72.63,3,1,0,1,N,0.82,None,None,2.17,2.17,2,MOL,0,22,5,2,0,296.1161,NEUTRAL,C17H16N2O3,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,QIALRBLEEWJACW-INIZCTEOSA-N
CHEMBL146095,GLAFENINE,GLAFENIN|GLAFENINE|GLAPHENINE|GLYCERYLAMINOPHENAQUINE|NSC-757808|R 1707|R-1707,Small molecule,4,372.81,30,72,3.14,91.68,6,3,0,6,N,0.58,13.62,6.41,4.16,4.12,3,MOL,0,26,6,3,0,372.0877,NEUTRAL,C19H17ClN2O4,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,GWOFUCIGLDBNKM-UHFFFAOYSA-N
CHEMBL1521495,BENTAZEPAM,BENTAZEPAM|CI-718,Small molecule,0,296.39,12,36,3.42,41.46,3,1,0,1,N,0.86,10.36,3.25,4.14,4.14,2,MOL,0,21,3,1,0,296.0983,NEUTRAL,C17H16N2OS,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,AIZFEOPQVZBNGH-UHFFFAOYSA-N
CHEMBL1396,VARENICLINE,"CP-526,555|CP-526555|Chantix|VARENICLINE",Small molecule,4,211.27,28,198,1.8,37.81,3,1,0,0,Y,0.72,None,9.73,1.01,-1.27,2,MOL,0,16,3,1,0,211.1109,BASE,C13H13N3,c1cnc2cc3c(cc2n1)C1CNCC3C1,JQSHBVHOMNKWFT-UHFFFAOYSA-N
CHEMBL549,CITALOPRAM,CITADUR|CITALOPRAM|Celexa|Citalopram,Small molecule,4,324.4,156,995,3.81,36.26,3,0,0,5,N,0.84,None,9.78,3.76,1.41,2,MOL,0,24,3,0,0,324.1638,BASE,C20H21FN2O,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-N
CHEMBL668,PROTRIPTYLINE,PROTRIPTYLINE|Protriptyline,Small molecule,4,263.38,42,118,4.3,12.03,1,1,0,4,N,0.81,None,10.54,4.5,1.61,2,MOL,0,20,1,1,0,263.1674,BASE,C19H21N,CNCCCC1c2ccccc2C=Cc2ccccc21,BWPIARFWQZKAIA-UHFFFAOYSA-N
CHEMBL398707,HYDROMORPHONE,DIMORPHONE|Dilaudid|Dilaudid-HP|HYDROMORPHON|HYDROMORPHONE|Hydromorphone|IDS-NH-004|JURNISTA|N02AA03|NOVOLAUDON|NSC-19046|Palladone,Small molecule,4,285.34,25,112,1.63,49.77,4,1,0,0,N,0.79,10.11,8.59,1.62,0.58,1,MOL,0,21,4,1,0,285.1365,BASE,C17H19NO3,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,WVLOADHCBXTIJK-YNHQPCIGSA-N
CHEMBL644,TRIMIPRAMINE,7162 RP|7162-RP|IL 6001|IL-6001|Surmontil|TRIMEPROPRIMINE|TRIMIPRAMINE|Trimipramine,Small molecule,4,294.44,23,110,4.12,6.48,2,0,0,4,N,0.84,None,9.42,4.76,2.75,2,MOL,0,22,2,0,0,294.2096,BASE,C20H26N2,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,ZSCDBOWYZJWBIY-UHFFFAOYSA-N
CHEMBL52125,CHLORPROETHAZINE,CHLORPROETHAZINE,Small molecule,0,346.93,1,1,5.67,6.48,3,0,1,6,N,0.66,None,9.74,5.25,2.94,2,MOL,0,23,2,0,1,346.127,BASE,C19H23ClN2S,CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,DBOUGBAQLIXZLV-UHFFFAOYSA-N
CHEMBL52440,DEXTROMETHORPHAN,DEXTROMETHORPHAN|Dextromethorphan|Dimetane-DX|NSC-751452,Small molecule,4,271.4,142,443,3.38,12.47,2,0,0,1,N,0.78,None,9.85,3.49,1.08,1,MOL,0,20,2,0,0,271.1936,BASE,C18H25NO,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,MKXZASYAUGDDCJ-NJAFHUGGSA-N
CHEMBL85,RISPERIDONE,"LY-03004|LY03004|N05AX08|NSC-759895|PERSERIS|PERSERIS KIT|R 64 766|R-64,766|R-64-766|R-64766|RCN-3028|RCN3028|RISPERDAL CONSTA|RISPERDAL QUICKLET|RISPERIDONE|Risperdal|Risperdal Consta Long Acting|Risperdal M|Risperdal M-TAB",Small molecule,4,410.49,208,1332,3.59,64.16,6,0,0,4,N,0.66,None,8.76,2.63,1.25,3,MOL,0,30,6,0,0,410.2118,BASE,C23H27FN4O2,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,RAPZEAPATHNIPO-UHFFFAOYSA-N
CHEMBL3707215,ETANAUTINE,DIPHENHYDRAMINE MONOACEFYLLINATE|ETANAUTINE,Small molecule,0,493.56,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,493.2325,None,C26H31N5O5,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,UFKLOBYBVCBTBP-UHFFFAOYSA-N
CHEMBL1630578,TIRILAZAD,TIRILAZAD|U 74006|U-74006,Small molecule,3,624.87,108,287,5.46,72.88,8,0,2,6,N,0.39,None,6.88,6.63,6.55,1,MOL,0,46,8,0,2,624.4152,NEUTRAL,C38H52N6O2,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,RBKASMJPSJDQKY-RBFSKHHSSA-N
CHEMBL346977,FONAZINE,8599 R.P.|BANISTYL|DIMETOTIAZINE|IL-6302|MIGRISTENE,Small molecule,4,391.56,4,8,3.49,43.86,5,0,0,5,N,0.78,None,8.99,3.34,1.74,2,MOL,0,26,5,0,0,391.1388,BASE,C19H25N3O2S2,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,VWNWVCJGUMZDIU-UHFFFAOYSA-N
CHEMBL526,PROPOFOL,"DISOPROFOL|Diprivan|Disoprivan|FRESOFOL|ICI 35,868|ICI 35-868|ICI-35868|ICI35,868|LIPURO|NSC-5105|PHENOL, 2,6-BIS(1-METHYLETHYL)|PROPOFOL|Rapinovet",Small molecule,4,178.27,170,608,3.64,20.23,1,1,0,2,N,0.73,10.98,None,4.16,4.16,1,MOL,0,13,1,1,0,178.1358,NEUTRAL,C12H18O,CC(C)c1cccc(C(C)C)c1O,OLBCVFGFOZPWHH-UHFFFAOYSA-N
CHEMBL658,SUFENTANIL,"IDS-NS-001|R 30,730|R-30730|SUFENTANIL|SUFENTANYL|Sufentanil",Small molecule,4,386.56,20,102,4.21,32.78,4,0,0,8,N,0.68,None,8.86,3.61,2.13,2,MOL,0,27,4,0,0,386.2028,BASE,C22H30N2O2S,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N
CHEMBL1697856,BUCETIN,3-HYDROXY-4-BUTYROPHENETIDIDE|3-HYDROXY-P-BUTYROPHENETIDIDE|BETADID|BUCETIN|NSC-320045|NSC-759243,Small molecule,4,223.27,4,1390,1.79,58.56,3,2,0,5,N,0.8,None,None,1.25,1.25,1,MOL,0,16,4,2,0,223.1208,NEUTRAL,C12H17NO3,CCOc1ccc(NC(=O)CC(C)O)cc1,LIAWQASKBFCRNR-UHFFFAOYSA-N
CHEMBL2105080,GEDOCARNIL,GEDOCARNIL,Small molecule,0,424.88,,,5.87,73.44,5,1,1,6,N,0.39,11.58,2.43,4.82,4.82,4,MOL,0,30,6,1,1,424.119,NEUTRAL,C23H21ClN2O4,COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,SLYDYLLJUXFULK-UHFFFAOYSA-N
CHEMBL4297620,SOLRIAMFETOL,ADX-N-05|JZP-110|R-228060|SKL-N-05|SOLRIAMFETOL|YKP-10A,Small molecule,4,194.23,1,1,0.65,78.34,3,2,0,4,N,0.74,None,9.08,0.86,-0.8,1,MOL,0,14,4,4,0,194.1055,BASE,C10H14N2O2,NC(=O)OC[C@H](N)Cc1ccccc1,UCTRAOBQFUDCSR-SECBINFHSA-N
CHEMBL2104788,IMIDAZOLE SALICYLATE,IMIDAZOLE SALICYLATE|IMIDAZOLE-2-HYDROXYBENZOATE|SELEZEN,Small molecule,0,206.2,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,206.0691,None,C10H10N2O3,O=C(O)c1ccccc1O.c1c[nH]cn1,XCHHJFVNQPPLJK-UHFFFAOYSA-N
CHEMBL32479,BROTIZOLAM,BROTIZOLAM|LENDORMIN|Lendorm|MEDERANTIL|NIMBISAN|SINTONAL|WE 941|WE-941|WE-941-BS,Small molecule,3,393.7,11,22,4.4,43.07,5,0,0,1,N,0.61,None,3.82,3.9,3.9,3,MOL,0,22,4,0,0,391.9498,NEUTRAL,C15H10BrClN4S,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,UMSGKTJDUHERQW-UHFFFAOYSA-N
CHEMBL16073,PHENACETIN,"ACETAMIDE, N-(4-ETHOXYPHENOL)-|ACETOPHENETIDIN|ACETPHENETIDIN|FENIDINA|KALMIN|NSC-7651|P-ACETOPHENETIDIDE|PHENACETIN|PHENACETINUM|PHENAZETIN",Small molecule,4,179.22,166,2179,2.04,38.33,2,1,0,3,Y,0.77,None,None,1.41,1.41,1,MOL,0,13,3,1,0,179.0946,NEUTRAL,C10H13NO2,CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N
CHEMBL2103738,LITHIUM CITRATE,LI-LIQUID|LITAREX|LITHIUM (AS CITRATE)|LITHIUM CITRATE|LITHONATE|LITHONATE S|NSC-758700,Small molecule,4,281.98,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,210.0515,None,C6H13Li3O11,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],HXGWMCJZLNWEBC-UHFFFAOYSA-K
CHEMBL646,TRIAZOLAM,"Halcion|KENTION|N05CD05|TRIAZOLAM|TRIAZOLAM CIV|U-33,030|U-33030",Small molecule,4,343.22,54,1594,4.23,43.07,4,0,0,1,N,0.66,None,4.26,3.63,3.63,3,MOL,0,23,4,0,0,342.0439,NEUTRAL,C17H12Cl2N4,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,JOFWLTCLBGQGBO-UHFFFAOYSA-N
CHEMBL1328913,DIMETACRINE,DIMETACRINE|DIMETHACRIN|DIMETHACRINE|NSC-100297,Small molecule,0,294.44,76,101,4.42,6.48,2,0,0,4,N,0.82,None,9.2,4.42,2.63,2,MOL,0,22,2,0,0,294.2096,BASE,C20H26N2,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,RYQOGSFEJBUZBX-UHFFFAOYSA-N
CHEMBL1201168,ISOCARBOXAZID,ENERZER|ISOCARBOXAZID|MARPLAN|NSC-169893|RO 5-0831|RO-5-0831,Small molecule,4,231.25,22,66,1.42,67.16,4,2,0,4,N,0.78,10.42,2.83,1.43,1.43,2,MOL,0,17,5,2,0,231.1008,NEUTRAL,C12H13N3O2,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N
CHEMBL27577,SALICYLAMIDE,NSC-3115|SALICYLAMIDE,Small molecule,0,137.14,152,620,0.49,63.32,2,2,0,1,N,0.59,8.21,None,1.17,1.11,1,MOL,0,10,3,3,0,137.0477,NEUTRAL,C7H7NO2,NC(=O)c1ccccc1O,SKZKKFZAGNVIMN-UHFFFAOYSA-N
CHEMBL911,ZOLPIDEM,Ambien|SANVAL|ZOLPIDEM|ZOLPIDEM CIV|Zolpidem,Small molecule,4,307.4,58,352,3.25,37.61,3,0,0,3,N,0.74,None,5.39,3.02,3.01,3,MOL,0,23,4,0,0,307.1685,NEUTRAL,C19H21N3O,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZAFYATHCZYHLPB-UHFFFAOYSA-N
CHEMBL45,MELATONIN,5-METHOXY N-ACETYL-TRYPTAMINE|BCI-049|CIRCADIN|GENERAL NUTRIT|HEALTH AID|HEIDADOUPPI|ICENIA|J5.258B|LIFE EXT|MELAPURE|MELATOL|MELATONIN|MELATONINE|MELOVINE|Melatonin|N-(2-(5-METHOXY-1H-INDOL-3-YL)ETHYL)ACETAMIDE|N-ACETYL-5-METHOXYTRYPTAMINE|NATROL|NATURE'S BLEND|NATURES BOUNTY|NSC-113928|NSC-302012|NSC-56423|QUALITY HEALTH|REGULIN|S.GARD|TARTROL|TRAVELAG|VESPRO|VYTALONIN,Small molecule,4,232.28,244,1446,1.86,54.12,2,2,0,4,N,0.84,None,None,1.15,1.15,2,MOL,0,17,4,2,0,232.1212,NEUTRAL,C13H16N2O2,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,DRLFMBDRBRZALE-UHFFFAOYSA-N
CHEMBL89598,VIGABATRIN,"5-HEXENOIC ACID, 4-AMINO-|CPP-109|GAMMA VINYL GABA|GAMMA-VINYL GABA|MDL 71,754|MDL-71754|RMI-71754|Sabril|VIGABATRIN|VINYL GAMMA-AMINOBUTYRIC ACID",Small molecule,4,129.16,30,134,0.36,63.32,2,2,0,4,N,0.54,4.61,9.91,-2.09,-2.09,0,MOL,0,9,3,3,0,129.079,ZWITTERION,C6H11NO2,C=CC(N)CCC(=O)O,PJDFLNIOAUIZSL-UHFFFAOYSA-N
CHEMBL2104859,PIRISUDANOL,PIRISUDANOL|PYRISUCCIDEANOL,Small molecule,0,340.38,,,0.52,109.19,8,2,0,9,N,0.63,9.44,8.38,-0.76,-1.58,1,MOL,0,24,8,2,0,340.1634,NEUTRAL,C16H24N2O6,Cc1ncc(COC(=O)CCC(=O)OCCN(C)C)c(CO)c1O,KTOAWCPDBUCJED-UHFFFAOYSA-N
CHEMBL273575,NOMIFENSINE,LINAMIPHEN|NOMIFENSIN|NOMIFENSINE,Small molecule,4,238.33,43,186,2.85,29.26,2,1,0,1,Y,0.77,None,8.8,2.62,1.21,2,MOL,0,18,2,2,0,238.147,BASE,C16H18N2,CN1Cc2c(N)cccc2C(c2ccccc2)C1,XXPANQJNYNUNES-UHFFFAOYSA-N
CHEMBL1089318,OPICAPONE,BIA 9-1067|BIA-9-1067|BIA-91067|ONGENTYS|OPICAPONE|Opicapone,Small molecule,4,413.17,7,28,3.28,149.46,8,2,0,3,N,0.17,6.12,None,3.05,1.79,3,MOL,0,27,10,2,0,411.9977,ACID,C15H10Cl2N4O6,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,ASOADIZOVZTJSR-UHFFFAOYSA-N
CHEMBL1567463,CHOLINE ALFOSCERATE,ALPHA-GLYCERYLPHOSPHORYLCHOLINE|CHOLINE ALFOSCERATE|CHOLINE ALPHOSCERATE|CHOLINE GLYCEROPHOSPHATE|GLIATILIN|GLYCEROPHOSPHOCHOLINE|L-ALPHA-GLYCERYLPHOSPHORYLCHOLINE,Small molecule,3,257.22,113,274,-1.45,99.05,6,2,0,8,N,0.41,1.86,None,-5.73,-3.7,0,MOL,0,16,7,2,0,257.1028,ACID,C8H20NO6P,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,SUHOQUVVVLNYQR-MRVPVSSYSA-N
CHEMBL28333,MEDAZEPAM,MEDAZEPAM|NOBRIUM|PAMNACE,Small molecule,4,270.76,9,20,3.63,15.6,2,0,0,1,N,0.77,None,6.9,4.21,4.09,2,MOL,0,19,2,0,0,270.0924,NEUTRAL,C16H15ClN2,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,YLCXGBZIZBEVPZ-UHFFFAOYSA-N
CHEMBL447868,SODIUM SALICYLATE,Alysine|ENTEROSALICYL|KERASALICYL|NATRII SALICYLAS|NATRUM SALICYLICUM|NSC-202167|SALICYLATE SODIUM|SALICYLIC ACID SODIUM SALT|SOD SAL|SODIUM SALICYLATE|Sodium Salicylate,Small molecule,4,160.1,7,9,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,160.0136,None,C7H5NaO3,O=C([O-])c1ccccc1O.[Na+],ABBQHOQBGMUPJH-UHFFFAOYSA-M
CHEMBL2104273,ETHYBENZTROPINE,ETHYBENZTROPINE|ETYBENZATROPINE|Panolid|UK-738,Small molecule,0,321.46,1,2,4.81,12.47,2,0,0,5,N,0.78,None,9.82,4.54,2.16,2,MOL,0,24,2,0,0,321.2093,BASE,C22H27NO,CCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,PHTMLLGDZBZXMW-AERCQKQUSA-N
CHEMBL3707342,POTASSIUM SALICYLATE,POTASSIUM SALICYLATE|SALICYLIC ACID POTASSIUM SALT,Small molecule,0,176.21,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,175.9876,None,C7H5KO3,O=C([O-])c1ccccc1O.[K+],FRMWBRPWYBNAFB-UHFFFAOYSA-M
CHEMBL1175,DULOXETINE,Cymbalta|DULOXETINE|Duloxetine|LY-248686|LY248686,Small molecule,4,297.42,49,201,4.63,21.26,3,1,0,6,N,0.72,None,9.7,4.2,1.94,3,MOL,0,21,2,1,0,297.1187,BASE,C18H19NOS,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ZEUITGRIYCTCEM-KRWDZBQOSA-N
CHEMBL251940,PERICIAZINE,NEULACTIL|NSC-758641|PERICIAZINE|PERICYAZINE|PROPERICIAZINE|RP 8909|RP-8909|SKF 20716|SKF-20716,Small molecule,4,365.5,19,40,4.01,50.5,5,1,0,4,N,0.89,None,8.37,3.11,2.09,2,MOL,0,26,4,1,0,365.1562,NEUTRAL,C21H23N3OS,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,LUALIOATIOESLM-UHFFFAOYSA-N
CHEMBL3707214,MORPHOLINE SALICYLATE,MORPHOLINE SALICYLATE,Small molecule,0,223.23,,,0.8,59,5,1,0,2,N,0.8,9.61,None,1.75,1.75,1,MOL,0,16,5,1,0,223.0845,NEUTRAL,C11H13NO4,O=C(ON1CCOCC1)c1ccccc1O,BMOINOKSLLYQQE-UHFFFAOYSA-N
CHEMBL14,CARBACHOL,CARBACHOL|CARBACHOL CHLORIDE|CARBACHOLINE CHLORIDE|CARBAMOYLCHOLINE CHLORIDE|CARBASTAT|Carbachol|Carbacholine chloride|DORYL|MIOSTAT|NSC-32865,Small molecule,4,182.65,156,1314,-0.21,52.32,2,1,0,3,Y,0.56,None,None,-4.55,-4.55,0,MOL,0,10,4,2,0,147.1128,NEUTRAL,C6H15ClN2O2,C[N+](C)(C)CCOC(N)=O.[Cl-],AIXAANGOTKPUOY-UHFFFAOYSA-N
CHEMBL728,PROCHLORPERAZINE,COMPRO|Compazine|PROCHLORPERAZINE|PROCHLORPERAZINE MESILATE|PROCHLORPERAZINE MESYLATE|Prochlorperazine|STEMETIL EFF,Small molecule,4,373.95,177,958,4.58,9.72,4,0,0,4,N,0.78,None,7.99,4.38,3.69,2,MOL,0,25,3,0,0,373.1379,NEUTRAL,C20H24ClN3S,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N
CHEMBL79,LIDOCAINE,ALGRX 3268|ALGRX-3268|Alphacaine|Anestacon|DENTIPATCH|Embolex|Iontocaine|LIDOCAINE|LIDOCAINUM|LIGNOCAINE|LMX 4|Lidocaine|Lidocaton|Lidoderm|Lidopen|Lignocaine HCl|Lignostab|NSC-40030|ORAQIX|Octocaine|SOLARCAINE|VAGISIL|XYLESTESIN|XYLODASE|XYLOTOX|Xylocaine|ZTLIDO,Small molecule,4,234.34,201,1141,2.58,32.34,2,1,0,5,N,0.85,13.78,7.75,2.84,2.33,1,MOL,0,17,3,1,0,234.1732,NEUTRAL,C14H22N2O,CCN(CC)CC(=O)Nc1c(C)cccc1C,NNJVILVZKWQKPM-UHFFFAOYSA-N
CHEMBL953,ENTACAPONE,COMTESS|Comtan|ENTACAPONE|ENTACAPONE ORION|ENTACAPONE TEVA|OR-611,Small molecule,4,305.29,49,217,1.78,127.7,6,2,0,5,N,0.28,6.09,None,1.63,0.38,1,MOL,0,22,8,2,0,305.1012,ACID,C14H15N3O5,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,JRURYQJSLYLRLN-BJMVGYQFSA-N
CHEMBL4297087,BORNAPRINE,BORNAPRINE,Small molecule,0,329.48,,,4.02,29.54,3,0,0,8,N,0.53,None,10,4.18,1.63,1,MOL,0,24,3,0,0,329.2355,BASE,C21H31NO2,CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2,BDNMABJZSXTKAQ-UHFFFAOYSA-N
CHEMBL1200826,LITHIUM CARBONATE,"CAMCOLIT 250|CAMCOLIT 400|CP-15,467-61|CP-15467-61|CP-1546761|ESKALITH CR|Eskalith|LISKONUM|LITHANE|LITHIUM CARBONATE|LITHONATE|LITHOTABS|Lithobid|NSC-16895|PHASAL",Small molecule,4,73.89,3,6,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,74.0168,None,CLi2O3,O=C([O-])[O-].[Li+].[Li+],XGZVUEUWXADBQD-UHFFFAOYSA-L
CHEMBL2107011,OXYPERTINE,"Forit|INTEGRIN|OXIPERTINE|OXYPERTINE|WIN 18,501-2|WIN-18501-2|WIN-185012",Small molecule,4,379.5,3,21,3.86,40.73,4,1,0,6,N,0.71,None,8.51,3.92,2.79,3,MOL,0,28,5,1,0,379.226,BASE,C23H29N3O2,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,XCWPUUGSGHNIDZ-UHFFFAOYSA-N
CHEMBL696,ETHOSUXIMIDE,"CI-366|CN-10,395|CN-10395|EMESIDE|ETHOSUXIMIDE|ETHOSUXIMIDUM|NSC-64013|PM-671|PYKNOLEPSINUM|SUXINUTIN|Zarontin",Small molecule,4,141.17,144,1186,0.45,46.17,2,1,0,1,Y,0.54,10.73,None,0.55,0.55,0,MOL,0,10,3,1,0,141.079,NEUTRAL,C7H11NO2,CCC1(C)CC(=O)NC1=O,HAPOVYFOVVWLRS-UHFFFAOYSA-N
